productkey,customerkey,salesamount,orderdate,duedate,shipdate
485,13740,21.98,8/29/2022,09-10-2022,09-05-2022
222,13740,34.99,8/29/2022,09-10-2022,09-05-2022
472,18756,63.5,8/29/2022,09-10-2022,09-05-2022
485,18756,21.98,8/29/2022,09-10-2022,09-05-2022
485,12744,21.98,8/29/2022,09-10-2022,09-05-2022
237,12744,49.99,8/29/2022,09-10-2022,09-05-2022
539,19249,24.99,8/29/2022,09-10-2022,09-05-2022
529,19249,3.99,8/29/2022,09-10-2022,09-05-2022
214,19249,34.99,8/29/2022,09-10-2022,09-05-2022
539,16439,24.99,8/29/2022,09-10-2022,09-05-2022
529,25755,3.99,8/29/2022,09-10-2022,09-05-2022
480,25755,2.29,8/29/2022,09-10-2022,09-05-2022
541,12601,28.99,8/29/2022,09-10-2022,09-05-2022
530,12601,4.99,8/29/2022,09-10-2022,09-05-2022
479,12601,8.99,8/29/2022,09-10-2022,09-05-2022
477,12601,4.99,8/29/2022,09-10-2022,09-05-2022
484,12601,7.95,8/29/2022,09-10-2022,09-05-2022
541,12593,28.99,8/29/2022,09-10-2022,09-05-2022
530,12593,4.99,8/29/2022,09-10-2022,09-05-2022
529,19489,3.99,8/29/2022,09-10-2022,09-05-2022
222,19489,34.99,8/29/2022,09-10-2022,09-05-2022
530,28887,4.99,8/29/2022,09-10-2022,09-05-2022
222,28887,34.99,8/29/2022,09-10-2022,09-05-2022
530,11566,4.99,8/29/2022,09-10-2022,09-05-2022
214,11566,34.99,8/29/2022,09-10-2022,09-05-2022
541,25688,28.99,8/29/2022,09-10-2022,09-05-2022
530,25688,4.99,8/29/2022,09-10-2022,09-05-2022
214,25688,34.99,8/29/2022,09-10-2022,09-05-2022
485,15878,21.98,8/29/2022,09-10-2022,09-05-2022
487,15878,54.99,8/29/2022,09-10-2022,09-05-2022
357,15899,2319.99,8/29/2022,09-10-2022,09-05-2022
485,15899,21.98,8/29/2022,09-10-2022,09-05-2022
481,15899,8.99,8/29/2022,09-10-2022,09-05-2022
355,17403,2319.99,8/29/2022,09-10-2022,09-05-2022
480,17403,2.29,8/29/2022,09-10-2022,09-05-2022
361,15737,2294.99,8/29/2022,09-10-2022,09-05-2022
485,15737,21.98,8/29/2022,09-10-2022,09-05-2022
477,15737,4.99,8/29/2022,09-10-2022,09-05-2022
478,15737,9.99,8/29/2022,09-10-2022,09-05-2022
480,15737,2.29,8/29/2022,09-10-2022,09-05-2022
359,16007,2294.99,8/29/2022,09-10-2022,09-05-2022
537,16007,35,8/29/2022,09-10-2022,09-05-2022
357,15949,2319.99,8/29/2022,09-10-2022,09-05-2022
487,15949,54.99,8/29/2022,09-10-2022,09-05-2022
583,15044,1700.99,8/29/2022,09-10-2022,09-05-2022
539,15044,24.99,8/29/2022,09-10-2022,09-05-2022
529,15044,3.99,8/29/2022,09-10-2022,09-05-2022
467,15044,24.49,8/29/2022,09-10-2022,09-05-2022
582,21195,1700.99,8/29/2022,09-10-2022,09-05-2022
580,21228,1700.99,8/29/2022,09-10-2022,09-05-2022
489,21228,53.99,8/29/2022,09-10-2022,09-05-2022
382,26162,1120.49,8/29/2022,09-10-2022,09-05-2022
386,26167,1120.49,8/29/2022,09-10-2022,09-05-2022
374,21561,2443.35,8/29/2022,09-10-2022,09-05-2022
540,21561,32.6,8/29/2022,09-10-2022,09-05-2022
529,21561,3.99,8/29/2022,09-10-2022,09-05-2022
467,21561,24.49,8/29/2022,09-10-2022,09-05-2022
353,14262,2319.99,8/29/2022,09-10-2022,09-05-2022
537,14262,35,8/29/2022,09-10-2022,09-05-2022
480,14262,2.29,8/29/2022,09-10-2022,09-05-2022
357,14276,2319.99,8/29/2022,09-10-2022,09-05-2022
478,14276,9.99,8/29/2022,09-10-2022,09-05-2022
477,14276,4.99,8/29/2022,09-10-2022,09-05-2022
214,14276,34.99,8/29/2022,09-10-2022,09-05-2022
463,14276,24.49,8/29/2022,09-10-2022,09-05-2022
361,14287,2294.99,8/29/2022,09-10-2022,09-05-2022
487,14287,54.99,8/29/2022,09-10-2022,09-05-2022
576,26610,2384.07,8/29/2022,09-10-2022,09-05-2022
490,26610,53.99,8/29/2022,09-10-2022,09-05-2022
563,26642,2384.07,8/29/2022,09-10-2022,09-05-2022
217,26642,34.99,8/29/2022,09-10-2022,09-05-2022
606,23382,539.99,8/29/2022,09-10-2022,09-05-2022
538,23382,21.49,8/29/2022,09-10-2022,09-05-2022
529,23382,3.99,8/29/2022,09-10-2022,09-05-2022
217,23382,34.99,8/29/2022,09-10-2022,09-05-2022
606,23399,539.99,8/29/2022,09-10-2022,09-05-2022
538,23399,21.49,8/29/2022,09-10-2022,09-05-2022
584,23392,539.99,8/29/2022,09-10-2022,09-05-2022
477,23392,4.99,8/29/2022,09-10-2022,09-05-2022
479,23392,8.99,8/29/2022,09-10-2022,09-05-2022
382,24189,1120.49,8/29/2022,09-10-2022,09-05-2022
488,24189,53.99,8/29/2022,09-10-2022,09-05-2022
388,24202,1120.49,8/29/2022,09-10-2022,09-05-2022
606,24025,539.99,8/29/2022,09-10-2022,09-05-2022
479,24025,8.99,8/29/2022,09-10-2022,09-05-2022
477,24025,4.99,8/29/2022,09-10-2022,09-05-2022
463,24025,24.49,8/29/2022,09-10-2022,09-05-2022
576,26038,2384.07,8/29/2022,09-10-2022,09-05-2022
479,26038,8.99,8/29/2022,09-10-2022,09-05-2022
477,26038,4.99,8/29/2022,09-10-2022,09-05-2022
487,26038,54.99,8/29/2022,09-10-2022,09-05-2022
231,26038,49.99,8/29/2022,09-10-2022,09-05-2022
574,28704,2384.07,8/29/2022,09-10-2022,09-05-2022
214,28704,34.99,8/29/2022,09-10-2022,09-05-2022
576,12353,2384.07,8/29/2022,09-10-2022,09-05-2022
573,12671,2384.07,8/29/2022,09-10-2022,09-05-2022
477,12671,4.99,8/29/2022,09-10-2022,09-05-2022
479,12671,8.99,8/29/2022,09-10-2022,09-05-2022
222,12671,34.99,8/29/2022,09-10-2022,09-05-2022
588,11363,769.49,8/30/2022,09-11-2022,09-06-2022
474,11363,69.99,8/30/2022,09-11-2022,09-06-2022
488,11363,53.99,8/30/2022,09-11-2022,09-06-2022
582,26398,1700.99,8/30/2022,09-11-2022,09-06-2022
479,26398,8.99,8/30/2022,09-11-2022,09-06-2022
477,26398,4.99,8/30/2022,09-11-2022,09-06-2022
214,26398,34.99,8/30/2022,09-11-2022,09-06-2022
225,26398,8.99,8/30/2022,09-11-2022,09-06-2022
535,13157,24.99,8/30/2022,09-11-2022,09-06-2022
539,15153,24.99,8/30/2022,09-11-2022,09-06-2022
485,18261,21.98,8/30/2022,09-11-2022,09-06-2022
487,18261,54.99,8/30/2022,09-11-2022,09-06-2022
474,26425,69.99,8/30/2022,09-11-2022,09-06-2022
530,15025,4.99,8/30/2022,09-11-2022,09-06-2022
479,15025,8.99,8/30/2022,09-11-2022,09-06-2022
477,15025,4.99,8/30/2022,09-11-2022,09-06-2022
214,15025,34.99,8/30/2022,09-11-2022,09-06-2022
228,15025,49.99,8/30/2022,09-11-2022,09-06-2022
228,14674,49.99,8/30/2022,09-11-2022,09-06-2022
361,18147,2294.99,8/30/2022,09-11-2022,09-06-2022
477,18147,4.99,8/30/2022,09-11-2022,09-06-2022
478,18147,9.99,8/30/2022,09-11-2022,09-06-2022
487,18147,54.99,8/30/2022,09-11-2022,09-06-2022
580,22433,1700.99,8/30/2022,09-11-2022,09-06-2022
529,22433,3.99,8/30/2022,09-11-2022,09-06-2022
539,22433,24.99,8/30/2022,09-11-2022,09-06-2022
214,22433,34.99,8/30/2022,09-11-2022,09-06-2022
225,12982,8.99,8/30/2022,09-11-2022,09-06-2022
529,29218,3.99,8/30/2022,09-11-2022,09-06-2022
539,29218,24.99,8/30/2022,09-11-2022,09-06-2022
481,29218,8.99,8/30/2022,09-11-2022,09-06-2022
539,11223,24.99,8/30/2022,09-11-2022,09-06-2022
480,11223,2.29,8/30/2022,09-11-2022,09-06-2022
539,14332,24.99,8/30/2022,09-11-2022,09-06-2022
541,13318,28.99,8/30/2022,09-11-2022,09-06-2022
530,13318,4.99,8/30/2022,09-11-2022,09-06-2022
467,13318,24.49,8/30/2022,09-11-2022,09-06-2022
536,23030,29.99,8/30/2022,09-11-2022,09-06-2022
536,23149,29.99,8/30/2022,09-11-2022,09-06-2022
480,23149,2.29,8/30/2022,09-11-2022,09-06-2022
476,19700,69.99,8/30/2022,09-11-2022,09-06-2022
231,19700,49.99,8/30/2022,09-11-2022,09-06-2022
225,20754,8.99,8/30/2022,09-11-2022,09-06-2022
476,20754,69.99,8/30/2022,09-11-2022,09-06-2022
475,18989,69.99,8/30/2022,09-11-2022,09-06-2022
471,18989,63.5,8/30/2022,09-11-2022,09-06-2022
477,17607,4.99,8/30/2022,09-11-2022,09-06-2022
228,17607,49.99,8/30/2022,09-11-2022,09-06-2022
528,15947,4.99,8/30/2022,09-11-2022,09-06-2022
480,15947,2.29,8/30/2022,09-11-2022,09-06-2022
528,14907,4.99,8/30/2022,09-11-2022,09-06-2022
480,14907,2.29,8/30/2022,09-11-2022,09-06-2022
483,14907,120,8/30/2022,09-11-2022,09-06-2022
528,15745,4.99,8/30/2022,09-11-2022,09-06-2022
214,15745,34.99,8/30/2022,09-11-2022,09-06-2022
228,15745,49.99,8/30/2022,09-11-2022,09-06-2022
528,15966,4.99,8/30/2022,09-11-2022,09-06-2022
485,14250,21.98,8/30/2022,09-11-2022,09-06-2022
481,14250,8.99,8/30/2022,09-11-2022,09-06-2022
539,21547,24.99,8/30/2022,09-11-2022,09-06-2022
529,21547,3.99,8/30/2022,09-11-2022,09-06-2022
222,21547,34.99,8/30/2022,09-11-2022,09-06-2022
225,21547,8.99,8/30/2022,09-11-2022,09-06-2022
485,13300,21.98,8/30/2022,09-11-2022,09-06-2022
478,13300,9.99,8/30/2022,09-11-2022,09-06-2022
225,13300,8.99,8/30/2022,09-11-2022,09-06-2022
477,13300,4.99,8/30/2022,09-11-2022,09-06-2022
540,13816,32.6,8/30/2022,09-11-2022,09-06-2022
529,13816,3.99,8/30/2022,09-11-2022,09-06-2022
482,13816,8.99,8/30/2022,09-11-2022,09-06-2022
529,23916,3.99,8/30/2022,09-11-2022,09-06-2022
477,21043,4.99,8/30/2022,09-11-2022,09-06-2022
217,21043,34.99,8/30/2022,09-11-2022,09-06-2022
529,20810,3.99,8/30/2022,09-11-2022,09-06-2022
480,20810,2.29,8/30/2022,09-11-2022,09-06-2022
477,24151,4.99,8/30/2022,09-11-2022,09-06-2022
491,24151,53.99,8/30/2022,09-11-2022,09-06-2022
529,20964,3.99,8/30/2022,09-11-2022,09-06-2022
214,20964,34.99,8/30/2022,09-11-2022,09-06-2022
485,13191,21.98,8/30/2022,09-11-2022,09-06-2022
463,13191,24.49,8/30/2022,09-11-2022,09-06-2022
355,15739,2319.99,8/30/2022,09-11-2022,09-06-2022
537,15739,35,8/30/2022,09-11-2022,09-06-2022
480,15739,2.29,8/30/2022,09-11-2022,09-06-2022
363,15983,2294.99,8/30/2022,09-11-2022,09-06-2022
485,15983,21.98,8/30/2022,09-11-2022,09-06-2022
214,15983,34.99,8/30/2022,09-11-2022,09-06-2022
361,15944,2294.99,8/30/2022,09-11-2022,09-06-2022
485,15944,21.98,8/30/2022,09-11-2022,09-06-2022
478,15944,9.99,8/30/2022,09-11-2022,09-06-2022
477,15944,4.99,8/30/2022,09-11-2022,09-06-2022
483,15944,120,8/30/2022,09-11-2022,09-06-2022
569,27159,742.35,8/30/2022,09-11-2022,09-06-2022
477,27159,4.99,8/30/2022,09-11-2022,09-06-2022
479,27159,8.99,8/30/2022,09-11-2022,09-06-2022
214,27159,34.99,8/30/2022,09-11-2022,09-06-2022
579,25619,1214.85,8/30/2022,09-11-2022,09-06-2022
237,25619,49.99,8/30/2022,09-11-2022,09-06-2022
225,25619,8.99,8/30/2022,09-11-2022,09-06-2022
386,25829,1120.49,8/30/2022,09-11-2022,09-06-2022
237,25829,49.99,8/30/2022,09-11-2022,09-06-2022
463,25829,24.49,8/30/2022,09-11-2022,09-06-2022
382,17911,1120.49,8/30/2022,09-11-2022,09-06-2022
604,29182,539.99,8/30/2022,09-11-2022,09-06-2022
606,24241,539.99,8/30/2022,09-11-2022,09-06-2022
477,24241,4.99,8/30/2022,09-11-2022,09-06-2022
479,24241,8.99,8/30/2022,09-11-2022,09-06-2022
584,24169,539.99,8/30/2022,09-11-2022,09-06-2022
479,24169,8.99,8/30/2022,09-11-2022,09-06-2022
477,24169,4.99,8/30/2022,09-11-2022,09-06-2022
584,24177,539.99,8/30/2022,09-11-2022,09-06-2022
357,14322,2319.99,8/30/2022,09-11-2022,09-06-2022
376,18276,2443.35,8/30/2022,09-11-2022,09-06-2022
214,18276,34.99,8/30/2022,09-11-2022,09-06-2022
231,18276,49.99,8/30/2022,09-11-2022,09-06-2022
357,14261,2319.99,8/30/2022,09-11-2022,09-06-2022
217,14261,34.99,8/30/2022,09-11-2022,09-06-2022
573,26534,2384.07,8/30/2022,09-11-2022,09-06-2022
217,26534,34.99,8/30/2022,09-11-2022,09-06-2022
561,26727,2384.07,8/30/2022,09-11-2022,09-06-2022
477,26727,4.99,8/30/2022,09-11-2022,09-06-2022
479,26727,8.99,8/30/2022,09-11-2022,09-06-2022
222,26727,34.99,8/30/2022,09-11-2022,09-06-2022
384,21343,1120.49,8/30/2022,09-11-2022,09-06-2022
228,21343,49.99,8/30/2022,09-11-2022,09-06-2022
384,20007,1120.49,8/30/2022,09-11-2022,09-06-2022
390,20858,1120.49,8/30/2022,09-11-2022,09-06-2022
222,20858,34.99,8/30/2022,09-11-2022,09-06-2022
584,27789,539.99,8/30/2022,09-11-2022,09-06-2022
479,27789,8.99,8/30/2022,09-11-2022,09-06-2022
477,27789,4.99,8/30/2022,09-11-2022,09-06-2022
561,11488,2384.07,8/30/2022,09-11-2022,09-06-2022
225,11488,8.99,8/30/2022,09-11-2022,09-06-2022
581,22429,1700.99,8/31/2022,09-12-2022,09-07-2022
477,22429,4.99,8/31/2022,09-12-2022,09-07-2022
479,22429,8.99,8/31/2022,09-12-2022,09-07-2022
489,22429,53.99,8/31/2022,09-12-2022,09-07-2022
225,22429,8.99,8/31/2022,09-12-2022,09-07-2022
580,25635,1700.99,8/31/2022,09-12-2022,09-07-2022
491,25635,53.99,8/31/2022,09-12-2022,09-07-2022
582,17945,1700.99,8/31/2022,09-12-2022,09-07-2022
463,17945,24.49,8/31/2022,09-12-2022,09-07-2022
488,17945,53.99,8/31/2022,09-12-2022,09-07-2022
363,18171,2294.99,8/31/2022,09-12-2022,09-07-2022
478,18171,9.99,8/31/2022,09-12-2022,09-07-2022
225,18171,8.99,8/31/2022,09-12-2022,09-07-2022
477,18171,4.99,8/31/2022,09-12-2022,09-07-2022
484,12138,7.95,8/31/2022,09-12-2022,09-07-2022
536,20604,29.99,8/31/2022,09-12-2022,09-07-2022
473,20604,63.5,8/31/2022,09-12-2022,09-07-2022
528,21880,4.99,8/31/2022,09-12-2022,09-07-2022
537,21880,35,8/31/2022,09-12-2022,09-07-2022
530,27708,4.99,8/31/2022,09-12-2022,09-07-2022
465,27708,24.49,8/31/2022,09-12-2022,09-07-2022
217,27708,34.99,8/31/2022,09-12-2022,09-07-2022
477,11079,4.99,8/31/2022,09-12-2022,09-07-2022
479,11079,8.99,8/31/2022,09-12-2022,09-07-2022
225,11079,8.99,8/31/2022,09-12-2022,09-07-2022
529,16621,3.99,8/31/2022,09-12-2022,09-07-2022
540,16621,32.6,8/31/2022,09-12-2022,09-07-2022
376,14203,2443.35,8/31/2022,09-12-2022,09-07-2022
540,14203,32.6,8/31/2022,09-12-2022,09-07-2022
529,14203,3.99,8/31/2022,09-12-2022,09-07-2022
594,17972,564.99,8/31/2022,09-12-2022,09-07-2022
478,17972,9.99,8/31/2022,09-12-2022,09-07-2022
214,17972,34.99,8/31/2022,09-12-2022,09-07-2022
597,22679,539.99,8/31/2022,09-12-2022,09-07-2022
485,22679,21.98,8/31/2022,09-12-2022,09-07-2022
231,22679,49.99,8/31/2022,09-12-2022,09-07-2022
535,11262,24.99,8/31/2022,09-12-2022,09-07-2022
480,11262,2.29,8/31/2022,09-12-2022,09-07-2022
484,11262,7.95,8/31/2022,09-12-2022,09-07-2022
541,12880,28.99,8/31/2022,09-12-2022,09-07-2022
530,12880,4.99,8/31/2022,09-12-2022,09-07-2022
540,25260,32.6,8/31/2022,09-12-2022,09-07-2022
480,25260,2.29,8/31/2022,09-12-2022,09-07-2022
529,24767,3.99,8/31/2022,09-12-2022,09-07-2022
540,24767,32.6,8/31/2022,09-12-2022,09-07-2022
231,24767,49.99,8/31/2022,09-12-2022,09-07-2022
529,24439,3.99,8/31/2022,09-12-2022,09-07-2022
540,24439,32.6,8/31/2022,09-12-2022,09-07-2022
214,24439,34.99,8/31/2022,09-12-2022,09-07-2022
535,11711,24.99,8/31/2022,09-12-2022,09-07-2022
528,11711,4.99,8/31/2022,09-12-2022,09-07-2022
481,11711,8.99,8/31/2022,09-12-2022,09-07-2022
529,11711,3.99,8/31/2022,09-12-2022,09-07-2022
540,11711,32.6,8/31/2022,09-12-2022,09-07-2022
463,11711,24.49,8/31/2022,09-12-2022,09-07-2022
528,23133,4.99,8/31/2022,09-12-2022,09-07-2022
536,23133,29.99,8/31/2022,09-12-2022,09-07-2022
222,23133,34.99,8/31/2022,09-12-2022,09-07-2022
478,13423,9.99,8/31/2022,09-12-2022,09-07-2022
477,13423,4.99,8/31/2022,09-12-2022,09-07-2022
487,13423,54.99,8/31/2022,09-12-2022,09-07-2022
228,13423,49.99,8/31/2022,09-12-2022,09-07-2022
477,18235,4.99,8/31/2022,09-12-2022,09-07-2022
217,18235,34.99,8/31/2022,09-12-2022,09-07-2022
476,18997,69.99,8/31/2022,09-12-2022,09-07-2022
477,16994,4.99,8/31/2022,09-12-2022,09-07-2022
214,16994,34.99,8/31/2022,09-12-2022,09-07-2022
477,11740,4.99,8/31/2022,09-12-2022,09-07-2022
225,11740,8.99,8/31/2022,09-12-2022,09-07-2022
231,11740,49.99,8/31/2022,09-12-2022,09-07-2022
528,15408,4.99,8/31/2022,09-12-2022,09-07-2022
214,15408,34.99,8/31/2022,09-12-2022,09-07-2022
485,17223,21.98,8/31/2022,09-12-2022,09-07-2022
477,19281,4.99,8/31/2022,09-12-2022,09-07-2022
491,19281,53.99,8/31/2022,09-12-2022,09-07-2022
225,19281,8.99,8/31/2022,09-12-2022,09-07-2022
529,23952,3.99,8/31/2022,09-12-2022,09-07-2022
214,23952,34.99,8/31/2022,09-12-2022,09-07-2022
477,21853,4.99,8/31/2022,09-12-2022,09-07-2022
222,21853,34.99,8/31/2022,09-12-2022,09-07-2022
228,21853,49.99,8/31/2022,09-12-2022,09-07-2022
538,25806,21.49,8/31/2022,09-12-2022,09-07-2022
480,25806,2.29,8/31/2022,09-12-2022,09-07-2022
530,17835,4.99,8/31/2022,09-12-2022,09-07-2022
537,11785,35,8/31/2022,09-12-2022,09-07-2022
528,11785,4.99,8/31/2022,09-12-2022,09-07-2022
485,13240,21.98,8/31/2022,09-12-2022,09-07-2022
537,14480,35,8/31/2022,09-12-2022,09-07-2022
528,14480,4.99,8/31/2022,09-12-2022,09-07-2022
214,14480,34.99,8/31/2022,09-12-2022,09-07-2022
537,12414,35,8/31/2022,09-12-2022,09-07-2022
480,12414,2.29,8/31/2022,09-12-2022,09-07-2022
588,14738,769.49,8/31/2022,09-12-2022,09-07-2022
214,14738,34.99,8/31/2022,09-12-2022,09-07-2022
361,12901,2294.99,8/31/2022,09-12-2022,09-07-2022
217,12901,34.99,8/31/2022,09-12-2022,09-07-2022
481,12901,8.99,8/31/2022,09-12-2022,09-07-2022
357,13209,2319.99,8/31/2022,09-12-2022,09-07-2022
353,15992,2319.99,8/31/2022,09-12-2022,09-07-2022
485,15992,21.98,8/31/2022,09-12-2022,09-07-2022
478,15992,9.99,8/31/2022,09-12-2022,09-07-2022
477,15992,4.99,8/31/2022,09-12-2022,09-07-2022
487,15992,54.99,8/31/2022,09-12-2022,09-07-2022
567,27134,742.35,8/31/2022,09-12-2022,09-07-2022
214,27134,34.99,8/31/2022,09-12-2022,09-07-2022
583,21206,1700.99,8/31/2022,09-12-2022,09-07-2022
384,17917,1120.49,8/31/2022,09-12-2022,09-07-2022
222,17917,34.99,8/31/2022,09-12-2022,09-07-2022
355,14323,2319.99,8/31/2022,09-12-2022,09-07-2022
537,14323,35,8/31/2022,09-12-2022,09-07-2022
485,14323,21.98,8/31/2022,09-12-2022,09-07-2022
480,14323,2.29,8/31/2022,09-12-2022,09-07-2022
595,12573,564.99,8/31/2022,09-12-2022,09-07-2022
489,12573,53.99,8/31/2022,09-12-2022,09-07-2022
563,26602,2384.07,8/31/2022,09-12-2022,09-07-2022
214,26602,34.99,8/31/2022,09-12-2022,09-07-2022
564,22373,2384.07,8/31/2022,09-12-2022,09-07-2022
479,22373,8.99,8/31/2022,09-12-2022,09-07-2022
477,22373,4.99,8/31/2022,09-12-2022,09-07-2022
563,26728,2384.07,8/31/2022,09-12-2022,09-07-2022
479,26728,8.99,8/31/2022,09-12-2022,09-07-2022
477,26728,4.99,8/31/2022,09-12-2022,09-07-2022
484,26728,7.95,8/31/2022,09-12-2022,09-07-2022
584,23372,539.99,8/31/2022,09-12-2022,09-07-2022
479,23372,8.99,8/31/2022,09-12-2022,09-07-2022
477,23372,4.99,8/31/2022,09-12-2022,09-07-2022
604,23161,539.99,8/31/2022,09-12-2022,09-07-2022
214,23161,34.99,8/31/2022,09-12-2022,09-07-2022
604,13697,539.99,8/31/2022,09-12-2022,09-07-2022
467,13697,24.49,8/31/2022,09-12-2022,09-07-2022
587,17248,769.49,09-01-2022,9/13/2022,09-08-2022
214,17248,34.99,09-01-2022,9/13/2022,09-08-2022
536,20252,29.99,09-01-2022,9/13/2022,09-08-2022
528,20252,4.99,09-01-2022,9/13/2022,09-08-2022
222,20252,34.99,09-01-2022,9/13/2022,09-08-2022
537,18897,35,09-01-2022,9/13/2022,09-08-2022
480,18897,2.29,09-01-2022,9/13/2022,09-08-2022
530,28139,4.99,09-01-2022,9/13/2022,09-08-2022
480,28139,2.29,09-01-2022,9/13/2022,09-08-2022
483,28139,120,09-01-2022,9/13/2022,09-08-2022
528,25814,4.99,09-01-2022,9/13/2022,09-08-2022
485,25814,21.98,09-01-2022,9/13/2022,09-08-2022
222,25814,34.99,09-01-2022,9/13/2022,09-08-2022
489,17231,53.99,09-01-2022,9/13/2022,09-08-2022
359,17093,2294.99,09-01-2022,9/13/2022,09-08-2022
485,17093,21.98,09-01-2022,9/13/2022,09-08-2022
587,17849,769.49,09-01-2022,9/13/2022,09-08-2022
237,17849,49.99,09-01-2022,9/13/2022,09-08-2022
467,17849,24.49,09-01-2022,9/13/2022,09-08-2022
594,15067,564.99,09-01-2022,9/13/2022,09-08-2022
485,15067,21.98,09-01-2022,9/13/2022,09-08-2022
222,15067,34.99,09-01-2022,9/13/2022,09-08-2022
529,27683,3.99,09-01-2022,9/13/2022,09-08-2022
214,27683,34.99,09-01-2022,9/13/2022,09-08-2022
529,29353,3.99,09-01-2022,9/13/2022,09-08-2022
222,29353,34.99,09-01-2022,9/13/2022,09-08-2022
463,29353,24.49,09-01-2022,9/13/2022,09-08-2022
536,23293,29.99,09-01-2022,9/13/2022,09-08-2022
480,23293,2.29,09-01-2022,9/13/2022,09-08-2022
483,23293,120,09-01-2022,9/13/2022,09-08-2022
478,21936,9.99,09-01-2022,9/13/2022,09-08-2022
477,21936,4.99,09-01-2022,9/13/2022,09-08-2022
214,21936,34.99,09-01-2022,9/13/2022,09-08-2022
237,21936,49.99,09-01-2022,9/13/2022,09-08-2022
478,20655,9.99,09-01-2022,9/13/2022,09-08-2022
477,20655,4.99,09-01-2022,9/13/2022,09-08-2022
484,20655,7.95,09-01-2022,9/13/2022,09-08-2022
465,20655,24.49,09-01-2022,9/13/2022,09-08-2022
477,20408,4.99,09-01-2022,9/13/2022,09-08-2022
478,20408,9.99,09-01-2022,9/13/2022,09-08-2022
487,20408,54.99,09-01-2022,9/13/2022,09-08-2022
478,12969,9.99,09-01-2022,9/13/2022,09-08-2022
477,12969,4.99,09-01-2022,9/13/2022,09-08-2022
234,12969,49.99,09-01-2022,9/13/2022,09-08-2022
478,11711,9.99,09-01-2022,9/13/2022,09-08-2022
477,11711,4.99,09-01-2022,9/13/2022,09-08-2022
225,11711,8.99,09-01-2022,9/13/2022,09-08-2022
477,20099,4.99,09-01-2022,9/13/2022,09-08-2022
477,17863,4.99,09-01-2022,9/13/2022,09-08-2022
487,17863,54.99,09-01-2022,9/13/2022,09-08-2022
484,17863,7.95,09-01-2022,9/13/2022,09-08-2022
528,21703,4.99,09-01-2022,9/13/2022,09-08-2022
481,21703,8.99,09-01-2022,9/13/2022,09-08-2022
537,18156,35,09-01-2022,9/13/2022,09-08-2022
528,18156,4.99,09-01-2022,9/13/2022,09-08-2022
480,18156,2.29,09-01-2022,9/13/2022,09-08-2022
528,15658,4.99,09-01-2022,9/13/2022,09-08-2022
535,15658,24.99,09-01-2022,9/13/2022,09-08-2022
217,15658,34.99,09-01-2022,9/13/2022,09-08-2022
529,19330,3.99,09-01-2022,9/13/2022,09-08-2022
539,19330,24.99,09-01-2022,9/13/2022,09-08-2022
480,19330,2.29,09-01-2022,9/13/2022,09-08-2022
538,24696,21.49,09-01-2022,9/13/2022,09-08-2022
480,24696,2.29,09-01-2022,9/13/2022,09-08-2022
539,19470,24.99,09-01-2022,9/13/2022,09-08-2022
234,19470,49.99,09-01-2022,9/13/2022,09-08-2022
539,18033,24.99,09-01-2022,9/13/2022,09-08-2022
536,12509,29.99,09-01-2022,9/13/2022,09-08-2022
528,12509,4.99,09-01-2022,9/13/2022,09-08-2022
480,12509,2.29,09-01-2022,9/13/2022,09-08-2022
538,21125,21.49,09-01-2022,9/13/2022,09-08-2022
529,21125,3.99,09-01-2022,9/13/2022,09-08-2022
480,21125,2.29,09-01-2022,9/13/2022,09-08-2022
541,12652,28.99,09-01-2022,9/13/2022,09-08-2022
530,12652,4.99,09-01-2022,9/13/2022,09-08-2022
487,12652,54.99,09-01-2022,9/13/2022,09-08-2022
214,12652,34.99,09-01-2022,9/13/2022,09-08-2022
225,12652,8.99,09-01-2022,9/13/2022,09-08-2022
538,29472,21.49,09-01-2022,9/13/2022,09-08-2022
529,29472,3.99,09-01-2022,9/13/2022,09-08-2022
471,29472,63.5,09-01-2022,9/13/2022,09-08-2022
529,23596,3.99,09-01-2022,9/13/2022,09-08-2022
217,23596,34.99,09-01-2022,9/13/2022,09-08-2022
538,29383,21.49,09-01-2022,9/13/2022,09-08-2022
480,29383,2.29,09-01-2022,9/13/2022,09-08-2022
530,27334,4.99,09-01-2022,9/13/2022,09-08-2022
528,11680,4.99,09-01-2022,9/13/2022,09-08-2022
537,11680,35,09-01-2022,9/13/2022,09-08-2022
528,12158,4.99,09-01-2022,9/13/2022,09-08-2022
537,12158,35,09-01-2022,9/13/2022,09-08-2022
222,12158,34.99,09-01-2022,9/13/2022,09-08-2022
485,17360,21.98,09-01-2022,9/13/2022,09-08-2022
228,17360,49.99,09-01-2022,9/13/2022,09-08-2022
593,16067,564.99,09-01-2022,9/13/2022,09-08-2022
485,16067,21.98,09-01-2022,9/13/2022,09-08-2022
478,16067,9.99,09-01-2022,9/13/2022,09-08-2022
477,16067,4.99,09-01-2022,9/13/2022,09-08-2022
487,16067,54.99,09-01-2022,9/13/2022,09-08-2022
484,16067,7.95,09-01-2022,9/13/2022,09-08-2022
355,12904,2319.99,09-01-2022,9/13/2022,09-08-2022
477,12904,4.99,09-01-2022,9/13/2022,09-08-2022
478,12904,9.99,09-01-2022,9/13/2022,09-08-2022
